age,workclass,education,capital-gain-category,hours-per-week,occupation,income
27.0,Private,HS-grad,cat1,40.0,Adm-clerical,<=50K
26.0,Private,Bachelors,cat1,45.0,Exec-managerial,<=50K
37.0,Self-emp-not-inc,9th,cat1,70.0,Transport-moving,>50K
33.0,Self-emp-not-inc,Bachelors,cat1,,Transport-moving,<=50K
44.0,Private,,cat1,55.0,Other-service,<=50K
34.0,Private,Bachelors,,40.0,Exec-managerial,>50K
28.0,Local-gov,Assoc-acdm,cat1,5.0,Craft-repair,<=50K
30.0,Private,Some-college,,45.0,Other-service,<=50K
41.0,Local-gov,Bachelors,cat1,35.0,Prof-specialty,<=50K
23.0,Private,Bachelors,cat1,40.0,Tech-support,<=50K
19.0,,HS-grad,cat1,70.0,Handlers-cleaners,<=50K
48.0,Private,1st-4th,cat2,50.0,Farming-fishing,<=50K
26.0,State-gov,Some-college,cat1,20.0,Other-service,<=50K
32.0,Private,Bachelors,cat1,40.0,Sales,>50K
26.0,Private,HS-grad,,48.0,Adm-clerical,<=50K
36.0,Private,Masters,,55.0,Prof-specialty,>50K
49.0,Private,HS-grad,cat1,40.0,Transport-moving,<=50K
33.0,?,HS-grad,cat1,40.0,?,<=50K
54.0,Private,Masters,cat1,40.0,Tech-support,>50K
36.0,Private,HS-grad,cat1,55.0,Craft-repair,<=50K
41.0,Private,HS-grad,cat1,48.0,Handlers-cleaners,<=50K
27.0,Private,Bachelors,cat1,35.0,Other-service,<=50K
68.0,?,Bachelors,cat1,35.0,?,>50K
21.0,?,Some-college,cat1,75.0,?,<=50K
56.0,?,HS-grad,cat1,40.0,?,<=50K
40.0,Self-emp-not-inc,Assoc-voc,cat1,60.0,Farming-fishing,<=50K
46.0,Private,HS-grad,,40.0,Craft-repair,<=50K
55.0,?,9th,cat1,45.0,?,<=50K
43.0,Private,9th,cat1,,Transport-moving,<=50K
46.0,Private,HS-grad,cat1,40.0,Craft-repair,<=50K
51.0,Self-emp-not-inc,Some-college,,60.0,Exec-managerial,<=50K
19.0,Private,Some-college,cat1,15.0,Adm-clerical,<=50K
67.0,Local-gov,Doctorate,,50.0,Prof-specialty,>50K
31.0,Private,,cat1,40.0,,<=50K
27.0,Private,Bachelors,cat1,50.0,Sales,>50K
21.0,Private,Some-college,cat1,40.0,Other-service,<=50K
36.0,Private,HS-grad,cat1,50.0,Transport-moving,<=50K
23.0,Private,HS-grad,cat1,16.0,Machine-op-inspct,<=50K
62.0,Local-gov,Masters,cat1,40.0,Prof-specialty,>50K
31.0,Local-gov,Bachelors,cat1,50.0,,>50K
52.0,,Bachelors,,40.0,Exec-managerial,>50K
39.0,Self-emp-not-inc,HS-grad,cat1,40.0,Farming-fishing,<=50K
24.0,Private,Bachelors,cat1,30.0,Prof-specialty,<=50K
55.0,?,HS-grad,cat3,40.0,?,>50K
38.0,Private,HS-grad,,40.0,Machine-op-inspct,<=50K
36.0,Private,HS-grad,,40.0,Exec-managerial,<=50K
17.0,,11th,cat1,15.0,Sales,<=50K
27.0,Private,HS-grad,cat1,40.0,Other-service,<=50K
,Private,Some-college,cat1,,,<=50K
43.0,State-gov,HS-grad,,40.0,Exec-managerial,<=50K
51.0,Private,11th,cat1,30.0,Other-service,<=50K
47.0,Private,Bachelors,cat4,,Priv-house-serv,>50K
49.0,State-gov,Doctorate,cat1,50.0,Exec-managerial,>50K
34.0,Private,HS-grad,cat1,48.0,Craft-repair,>50K
19.0,?,HS-grad,cat1,60.0,?,<=50K
79.0,Federal-gov,Doctorate,cat1,6.0,Exec-managerial,>50K
28.0,State-gov,,cat1,,Other-service,<=50K
41.0,Self-emp-inc,Some-college,cat1,50.0,,<=50K
21.0,Private,Some-college,cat1,50.0,Other-service,<=50K
31.0,Self-emp-not-inc,Bachelors,,40.0,Tech-support,<=50K
45.0,Private,HS-grad,cat1,45.0,Exec-managerial,<=50K
23.0,Self-emp-inc,HS-grad,cat1,50.0,Transport-moving,<=50K
32.0,Private,Some-college,cat1,50.0,Exec-managerial,<=50K
67.0,Private,11th,cat1,40.0,Transport-moving,<=50K
32.0,Private,Masters,cat1,55.0,Exec-managerial,>50K
35.0,Self-emp-not-inc,HS-grad,,50.0,Farming-fishing,<=50K
29.0,Private,Some-college,cat1,40.0,Prof-specialty,<=50K
38.0,Private,HS-grad,,40.0,Craft-repair,<=50K
38.0,Private,Some-college,,60.0,Sales,<=50K
18.0,Private,HS-grad,cat1,30.0,Prof-specialty,<=50K
47.0,Private,HS-grad,cat2,24.0,Prof-specialty,<=50K
22.0,Private,HS-grad,,40.0,Adm-clerical,<=50K
21.0,Private,Some-college,,48.0,Exec-managerial,<=50K
27.0,?,Bachelors,,50.0,?,<=50K
28.0,Private,Some-college,cat1,30.0,,<=50K
32.0,Private,Prof-school,cat2,40.0,Sales,<=50K
40.0,Private,Prof-school,,55.0,Prof-specialty,>50K
23.0,Private,Bachelors,cat1,40.0,Machine-op-inspct,<=50K
25.0,Private,Some-college,cat1,40.0,Machine-op-inspct,<=50K
44.0,Self-emp-inc,Some-college,cat1,60.0,Sales,<=50K
43.0,Private,HS-grad,cat1,25.0,Adm-clerical,>50K
31.0,Private,Bachelors,cat1,55.0,Exec-managerial,>50K
33.0,Private,Some-college,cat1,40.0,Craft-repair,<=50K
41.0,Private,HS-grad,cat1,40.0,Exec-managerial,>50K
29.0,Self-emp-not-inc,Masters,cat1,30.0,Craft-repair,<=50K
32.0,?,Assoc-acdm,cat1,40.0,,<=50K
78.0,,7th-8th,cat2,15.0,Handlers-cleaners,<=50K
64.0,Self-emp-inc,HS-grad,cat1,40.0,Exec-managerial,>50K
58.0,Private,,,50.0,Exec-managerial,>50K
55.0,?,12th,cat1,30.0,?,<=50K
20.0,Private,HS-grad,,40.0,Adm-clerical,<=50K
35.0,Private,Some-college,cat1,40.0,,<=50K
27.0,Local-gov,HS-grad,cat1,40.0,Machine-op-inspct,<=50K
37.0,Self-emp-not-inc,HS-grad,cat4,50.0,Sales,>50K
42.0,Private,Assoc-voc,cat1,40.0,Adm-clerical,<=50K
47.0,Local-gov,12th,cat1,35.0,Adm-clerical,<=50K
29.0,Private,HS-grad,cat1,40.0,Handlers-cleaners,<=50K
33.0,Private,1st-4th,cat1,24.0,Sales,<=50K
44.0,Private,Some-college,cat1,40.0,Exec-managerial,<=50K
70.0,Private,5th-6th,cat2,,Other-service,<=50K
25.0,Private,HS-grad,cat1,78.0,Transport-moving,<=50K
24.0,State-gov,Bachelors,cat1,10.0,Adm-clerical,<=50K
42.0,State-gov,Bachelors,cat2,40.0,Adm-clerical,<=50K
53.0,Private,Bachelors,cat1,50.0,Exec-managerial,>50K
,Private,Bachelors,cat1,,Exec-managerial,<=50K
72.0,Self-emp-not-inc,HS-grad,cat1,40.0,Farming-fishing,<=50K
43.0,Self-emp-inc,9th,,44.0,Sales,<=50K
25.0,State-gov,Some-college,cat1,40.0,Protective-serv,<=50K
37.0,Private,Assoc-acdm,cat1,,,>50K
27.0,Private,HS-grad,,40.0,Machine-op-inspct,<=50K
39.0,Private,Doctorate,cat1,50.0,Prof-specialty,>50K
64.0,Self-emp-not-inc,HS-grad,cat2,24.0,Craft-repair,<=50K
29.0,Self-emp-not-inc,HS-grad,,50.0,Craft-repair,>50K
50.0,Private,Bachelors,cat1,50.0,Exec-managerial,>50K
33.0,Private,5th-6th,cat1,40.0,Other-service,<=50K
18.0,Private,HS-grad,cat1,20.0,Sales,<=50K
20.0,Private,11th,cat1,32.0,Handlers-cleaners,<=50K
32.0,Private,Some-college,cat1,50.0,Tech-support,<=50K
45.0,Private,Some-college,cat1,40.0,Adm-clerical,<=50K
,Private,,cat1,40.0,Handlers-cleaners,<=50K
20.0,?,Some-college,,40.0,?,<=50K
23.0,Private,HS-grad,cat1,40.0,,<=50K
34.0,Federal-gov,Bachelors,cat1,48.0,Protective-serv,>50K
43.0,Private,Bachelors,cat2,40.0,Exec-managerial,>50K
44.0,Private,Bachelors,,40.0,Sales,>50K
,Self-emp-not-inc,Some-college,cat1,,Tech-support,>50K
47.0,Private,HS-grad,,40.0,Craft-repair,<=50K
46.0,Local-gov,1st-4th,cat1,20.0,Other-service,<=50K
19.0,,HS-grad,cat1,40.0,Sales,<=50K
51.0,Private,HS-grad,cat1,40.0,Adm-clerical,<=50K
41.0,Self-emp-inc,HS-grad,cat1,40.0,Exec-managerial,<=50K
37.0,Private,11th,cat1,,Other-service,<=50K
31.0,Private,HS-grad,cat1,40.0,Craft-repair,<=50K
25.0,Private,HS-grad,cat1,40.0,,<=50K
46.0,Private,Some-college,cat1,40.0,Tech-support,>50K
53.0,Self-emp-inc,HS-grad,cat2,45.0,Craft-repair,>50K
47.0,Local-gov,Doctorate,cat1,40.0,Prof-specialty,<=50K
28.0,,HS-grad,cat1,50.0,Exec-managerial,>50K
60.0,Self-emp-not-inc,Some-college,cat2,46.0,Transport-moving,<=50K
43.0,Private,HS-grad,cat1,40.0,Machine-op-inspct,<=50K
45.0,Self-emp-not-inc,HS-grad,cat2,50.0,Craft-repair,>50K
28.0,Private,10th,,40.0,Handlers-cleaners,<=50K
19.0,Private,11th,cat1,30.0,Handlers-cleaners,<=50K
51.0,Self-emp-not-inc,Prof-school,cat4,70.0,,>50K
19.0,Private,HS-grad,cat1,35.0,Craft-repair,<=50K
64.0,Private,Doctorate,cat1,60.0,Prof-specialty,>50K
44.0,Private,Doctorate,cat1,60.0,Exec-managerial,>50K
21.0,Private,HS-grad,cat1,48.0,Craft-repair,<=50K
,Private,HS-grad,cat1,40.0,Prof-specialty,<=50K
63.0,Private,Bachelors,cat1,40.0,Protective-serv,>50K
44.0,?,HS-grad,cat1,40.0,?,<=50K
44.0,Local-gov,,cat4,35.0,Prof-specialty,>50K
28.0,Federal-gov,HS-grad,cat1,70.0,Exec-managerial,<=50K
24.0,Private,Bachelors,cat1,40.0,Sales,<=50K
20.0,Federal-gov,Some-college,cat1,20.0,Adm-clerical,<=50K
,?,Some-college,cat1,24.0,?,<=50K
20.0,Private,HS-grad,cat1,40.0,Handlers-cleaners,<=50K
21.0,Private,,cat1,40.0,Handlers-cleaners,<=50K
34.0,,Some-college,cat1,52.0,Machine-op-inspct,<=50K
17.0,Private,11th,cat1,15.0,Sales,<=50K
35.0,,11th,,40.0,Other-service,<=50K
26.0,Private,HS-grad,cat1,40.0,Farming-fishing,<=50K
35.0,Private,HS-grad,,70.0,Farming-fishing,<=50K
25.0,Private,HS-grad,cat1,40.0,Machine-op-inspct,<=50K
27.0,Self-emp-not-inc,Some-college,,40.0,Other-service,<=50K
52.0,Local-gov,Assoc-voc,cat1,40.0,Protective-serv,>50K
43.0,Self-emp-not-inc,Bachelors,cat1,50.0,Prof-specialty,<=50K
,Private,Masters,cat2,50.0,Sales,>50K
37.0,Private,HS-grad,cat1,40.0,Machine-op-inspct,<=50K
58.0,Private,HS-grad,,40.0,Adm-clerical,<=50K
25.0,Private,,cat1,45.0,Craft-repair,<=50K
54.0,,Masters,cat1,40.0,,<=50K
42.0,?,,cat1,60.0,?,<=50K
65.0,Self-emp-inc,Bachelors,,65.0,Exec-managerial,>50K
44.0,Private,HS-grad,cat1,45.0,Machine-op-inspct,<=50K
61.0,Private,5th-6th,cat1,40.0,Craft-repair,<=50K
29.0,Private,HS-grad,,40.0,Craft-repair,<=50K
34.0,Private,Some-college,cat1,40.0,Craft-repair,>50K
24.0,State-gov,Some-college,cat1,40.0,Other-service,<=50K
40.0,Private,Assoc-acdm,cat1,42.0,Tech-support,>50K
42.0,Self-emp-inc,Prof-school,cat1,60.0,Prof-specialty,>50K
50.0,Private,HS-grad,,40.0,Machine-op-inspct,<=50K
18.0,?,HS-grad,cat1,20.0,?,<=50K
,Private,HS-grad,cat1,40.0,Machine-op-inspct,<=50K
38.0,Private,HS-grad,cat1,40.0,Machine-op-inspct,<=50K
41.0,Private,HS-grad,cat1,45.0,Adm-clerical,<=50K
70.0,Self-emp-inc,Some-college,cat1,5.0,Exec-managerial,<=50K
51.0,Private,Some-college,cat1,,Craft-repair,>50K
24.0,Private,Bachelors,cat1,40.0,Prof-specialty,<=50K
57.0,Self-emp-not-inc,HS-grad,cat1,48.0,Craft-repair,>50K
22.0,Private,Some-college,cat1,20.0,Adm-clerical,<=50K
31.0,Private,Some-college,cat1,40.0,Craft-repair,>50K
28.0,Private,Some-college,cat1,40.0,Tech-support,<=50K
45.0,Self-emp-not-inc,HS-grad,cat1,50.0,Exec-managerial,<=50K
39.0,Private,HS-grad,cat1,40.0,Craft-repair,>50K
26.0,Private,Some-college,cat1,40.0,Sales,<=50K
38.0,Private,HS-grad,cat1,40.0,Craft-repair,<=50K
38.0,Self-emp-not-inc,Masters,cat4,60.0,Prof-specialty,>50K
19.0,Private,HS-grad,cat1,20.0,Handlers-cleaners,<=50K
36.0,?,HS-grad,cat1,40.0,?,>50K
30.0,Private,HS-grad,cat1,44.0,Machine-op-inspct,<=50K
28.0,Private,Masters,,40.0,Prof-specialty,>50K
53.0,Private,9th,cat1,40.0,Craft-repair,<=50K
32.0,Private,Bachelors,,38.0,Prof-specialty,<=50K
57.0,,Prof-school,cat4,60.0,Prof-specialty,>50K
47.0,Private,Masters,cat1,40.0,Prof-specialty,<=50K
36.0,Private,Some-college,,56.0,Craft-repair,<=50K
21.0,Private,11th,cat1,38.0,Sales,<=50K
25.0,State-gov,Bachelors,cat1,40.0,Protective-serv,>50K
37.0,Private,HS-grad,cat1,40.0,Protective-serv,<=50K
31.0,Private,HS-grad,cat1,30.0,,<=50K
43.0,Private,HS-grad,cat1,50.0,,<=50K
61.0,Private,HS-grad,cat1,25.0,Sales,<=50K
56.0,Private,Some-college,cat1,35.0,Adm-clerical,<=50K
35.0,Private,Bachelors,cat1,40.0,Exec-managerial,<=50K
59.0,Private,7th-8th,cat1,38.0,Other-service,<=50K
44.0,Self-emp-not-inc,Some-college,cat1,55.0,Craft-repair,>50K
47.0,Private,Masters,,,Prof-specialty,<=50K
44.0,Private,Bachelors,cat1,55.0,Prof-specialty,>50K
64.0,Private,Some-college,,40.0,Other-service,<=50K
26.0,Private,HS-grad,cat1,45.0,Craft-repair,<=50K
53.0,Private,Bachelors,cat1,40.0,Exec-managerial,>50K
50.0,Private,Bachelors,cat1,40.0,Craft-repair,<=50K
30.0,?,HS-grad,cat1,20.0,?,<=50K
46.0,Private,HS-grad,,44.0,Adm-clerical,<=50K
45.0,Self-emp-inc,HS-grad,cat1,50.0,Sales,>50K
44.0,Federal-gov,HS-grad,cat1,40.0,Adm-clerical,<=50K
59.0,Self-emp-inc,Some-college,,48.0,Exec-managerial,>50K
65.0,Self-emp-inc,,cat4,40.0,Exec-managerial,>50K
23.0,,HS-grad,,40.0,,<=50K
33.0,Private,Some-college,cat1,38.0,Adm-clerical,<=50K
34.0,Private,HS-grad,cat1,35.0,Sales,<=50K
38.0,Private,Assoc-voc,cat1,40.0,Adm-clerical,<=50K
62.0,Private,Bachelors,cat1,35.0,Exec-managerial,>50K
,Private,Some-college,cat1,40.0,Sales,<=50K
,Private,HS-grad,,8.0,Craft-repair,<=50K
35.0,Private,HS-grad,,40.0,Handlers-cleaners,<=50K
62.0,Local-gov,Some-college,cat1,45.0,Other-service,<=50K
53.0,Private,HS-grad,cat1,40.0,Craft-repair,>50K
69.0,State-gov,Some-college,,16.0,Transport-moving,<=50K
19.0,Self-emp-not-inc,Some-college,,16.0,Sales,<=50K
47.0,Private,Bachelors,cat1,40.0,Exec-managerial,>50K
52.0,Self-emp-inc,Some-college,cat1,90.0,Sales,>50K
54.0,Private,HS-grad,,40.0,Craft-repair,<=50K
58.0,?,HS-grad,,10.0,?,<=50K
30.0,Private,HS-grad,cat1,73.0,Transport-moving,>50K
39.0,Private,HS-grad,cat1,25.0,Adm-clerical,<=50K
73.0,Private,Bachelors,cat2,75.0,Prof-specialty,<=50K
64.0,Private,Bachelors,cat1,40.0,Sales,<=50K
32.0,Private,,cat1,40.0,Craft-repair,<=50K
51.0,Private,HS-grad,cat1,40.0,Prof-specialty,>50K
57.0,Private,Bachelors,cat1,40.0,Sales,<=50K
25.0,Private,,cat1,40.0,Machine-op-inspct,<=50K
53.0,Private,HS-grad,cat1,40.0,Other-service,<=50K
39.0,Private,Some-college,cat1,25.0,Other-service,<=50K
49.0,Private,HS-grad,cat1,16.0,,<=50K
23.0,Local-gov,Bachelors,cat1,40.0,Prof-specialty,<=50K
28.0,Private,,cat1,55.0,Prof-specialty,>50K
46.0,Private,Masters,cat1,50.0,Prof-specialty,>50K
40.0,Private,Some-college,cat1,40.0,Craft-repair,<=50K
24.0,Private,HS-grad,cat1,50.0,Machine-op-inspct,<=50K
20.0,?,HS-grad,cat1,,?,<=50K
50.0,Private,10th,cat1,8.0,Other-service,<=50K
24.0,?,Bachelors,cat1,40.0,?,<=50K
35.0,Private,HS-grad,cat1,40.0,Exec-managerial,<=50K
33.0,Local-gov,Bachelors,,46.0,Prof-specialty,<=50K
54.0,Federal-gov,Bachelors,cat1,40.0,Exec-managerial,<=50K
35.0,Local-gov,HS-grad,cat1,45.0,Transport-moving,<=50K
31.0,Local-gov,HS-grad,cat1,40.0,Protective-serv,>50K
47.0,Self-emp-inc,Some-college,cat1,40.0,Farming-fishing,<=50K
48.0,Private,HS-grad,cat1,20.0,Sales,<=50K
33.0,Local-gov,Assoc-voc,cat1,55.0,Adm-clerical,<=50K
35.0,Private,Bachelors,cat1,40.0,Exec-managerial,>50K
20.0,?,Some-college,,10.0,?,<=50K
36.0,Private,Preschool,cat1,40.0,,<=50K
30.0,Private,Bachelors,,55.0,Exec-managerial,<=50K
39.0,Private,Some-college,cat1,55.0,Craft-repair,>50K
25.0,Private,Some-college,,40.0,Handlers-cleaners,<=50K
40.0,Private,HS-grad,cat1,35.0,Other-service,<=50K
25.0,Self-emp-inc,,cat1,40.0,Exec-managerial,<=50K
33.0,Private,HS-grad,,40.0,Machine-op-inspct,<=50K
53.0,Federal-gov,Some-college,cat1,40.0,,<=50K
18.0,Private,,cat1,10.0,Other-service,<=50K
41.0,Private,HS-grad,cat1,40.0,Machine-op-inspct,<=50K
25.0,Private,Bachelors,cat1,50.0,Prof-specialty,<=50K
66.0,Self-emp-not-inc,,cat1,50.0,Farming-fishing,<=50K
53.0,Private,Some-college,cat2,40.0,Adm-clerical,<=50K
27.0,Private,HS-grad,cat1,40.0,Craft-repair,<=50K
28.0,Private,HS-grad,cat1,40.0,Sales,<=50K
23.0,Private,HS-grad,cat1,,Handlers-cleaners,<=50K
29.0,Self-emp-not-inc,10th,cat1,80.0,Craft-repair,<=50K
26.0,Private,Some-college,cat1,40.0,Exec-managerial,<=50K
26.0,Private,HS-grad,cat1,42.0,Handlers-cleaners,<=50K
,Private,,cat1,35.0,Other-service,<=50K
38.0,Private,HS-grad,cat1,40.0,Craft-repair,<=50K
,Private,5th-6th,cat1,40.0,Craft-repair,<=50K
34.0,Private,Some-college,cat4,45.0,Craft-repair,>50K
32.0,Federal-gov,HS-grad,,40.0,Adm-clerical,<=50K
57.0,Self-emp-not-inc,HS-grad,,50.0,Craft-repair,>50K
31.0,Private,,cat1,40.0,Adm-clerical,<=50K
38.0,Private,Bachelors,cat1,38.0,Exec-managerial,<=50K
39.0,Private,HS-grad,,40.0,Other-service,<=50K
35.0,Private,HS-grad,cat1,40.0,Craft-repair,<=50K
18.0,Private,11th,cat1,20.0,Other-service,<=50K
75.0,?,Some-college,cat1,8.0,?,<=50K
28.0,Private,HS-grad,cat1,40.0,Other-service,<=50K
41.0,Self-emp-not-inc,Masters,cat1,55.0,Exec-managerial,<=50K
39.0,Federal-gov,9th,,40.0,Machine-op-inspct,>50K
31.0,Federal-gov,,cat1,40.0,Tech-support,<=50K
38.0,State-gov,HS-grad,cat1,38.0,Adm-clerical,<=50K
43.0,State-gov,Some-college,,38.0,Exec-managerial,<=50K
27.0,Private,HS-grad,,40.0,Craft-repair,<=50K
42.0,Private,Masters,,55.0,Prof-specialty,>50K
46.0,Private,Bachelors,cat1,,Prof-specialty,<=50K
20.0,,HS-grad,,40.0,Adm-clerical,<=50K
42.0,Private,Some-college,cat1,20.0,Prof-specialty,<=50K
69.0,Private,HS-grad,,40.0,Exec-managerial,<=50K
47.0,Federal-gov,Assoc-voc,cat1,35.0,Adm-clerical,<=50K
49.0,State-gov,HS-grad,cat1,40.0,Craft-repair,<=50K
20.0,Private,Some-college,cat1,30.0,Exec-managerial,<=50K
52.0,Private,5th-6th,cat1,15.0,Sales,<=50K
33.0,Private,5th-6th,cat1,,Other-service,<=50K
18.0,Private,11th,,6.0,Other-service,<=50K
55.0,Self-emp-not-inc,HS-grad,,55.0,Farming-fishing,<=50K
61.0,Private,7th-8th,,40.0,Farming-fishing,<=50K
61.0,Federal-gov,Some-college,cat2,40.0,Adm-clerical,>50K
39.0,Private,Bachelors,cat1,45.0,,>50K
30.0,,Some-college,cat1,40.0,Craft-repair,<=50K
61.0,Private,HS-grad,cat1,40.0,Adm-clerical,<=50K
36.0,,Assoc-acdm,cat1,15.0,Sales,<=50K
34.0,Private,Some-college,cat1,50.0,Craft-repair,<=50K
53.0,Private,Masters,cat2,40.0,Prof-specialty,>50K
38.0,Private,Assoc-voc,cat1,36.0,Tech-support,>50K
46.0,Private,Bachelors,cat2,50.0,Exec-managerial,>50K
27.0,Local-gov,HS-grad,,40.0,,<=50K
32.0,,11th,cat1,40.0,Handlers-cleaners,<=50K
60.0,Local-gov,Bachelors,cat1,60.0,Prof-specialty,>50K
23.0,Private,Bachelors,cat1,40.0,Exec-managerial,<=50K
29.0,Private,Bachelors,cat3,,Prof-specialty,>50K
22.0,Private,HS-grad,cat1,50.0,Craft-repair,<=50K
25.0,,HS-grad,cat1,35.0,Sales,<=50K
29.0,Private,Bachelors,,48.0,Machine-op-inspct,<=50K
90.0,Federal-gov,HS-grad,cat1,30.0,Craft-repair,<=50K
37.0,Local-gov,HS-grad,cat1,40.0,Adm-clerical,<=50K
32.0,Private,HS-grad,cat1,38.0,Craft-repair,<=50K
,Private,HS-grad,cat1,40.0,Other-service,<=50K
35.0,Private,Some-college,cat1,65.0,Other-service,<=50K
50.0,Private,9th,cat2,40.0,Craft-repair,<=50K
54.0,Private,HS-grad,cat2,40.0,Craft-repair,>50K
43.0,Private,Bachelors,cat1,45.0,Exec-managerial,>50K
28.0,Self-emp-inc,HS-grad,,65.0,Exec-managerial,>50K
51.0,Private,9th,cat1,40.0,Farming-fishing,<=50K
31.0,Private,Some-college,,42.0,Craft-repair,<=50K
69.0,Private,HS-grad,cat2,40.0,Transport-moving,<=50K
57.0,Private,Bachelors,,,Exec-managerial,>50K
71.0,?,Some-college,,14.0,,<=50K
28.0,Private,10th,cat1,40.0,Machine-op-inspct,<=50K
28.0,?,,cat1,80.0,?,<=50K
25.0,Private,HS-grad,cat1,95.0,Handlers-cleaners,<=50K
49.0,Self-emp-not-inc,Assoc-acdm,cat1,30.0,Craft-repair,<=50K
52.0,Private,9th,,40.0,Handlers-cleaners,<=50K
23.0,Private,Bachelors,cat1,40.0,Prof-specialty,<=50K
32.0,Private,5th-6th,cat1,40.0,Craft-repair,<=50K
31.0,Private,Some-college,cat1,50.0,Sales,<=50K
30.0,Private,HS-grad,cat1,50.0,Craft-repair,<=50K
24.0,Private,HS-grad,cat1,60.0,Craft-repair,<=50K
45.0,Private,Assoc-acdm,cat1,66.0,Craft-repair,<=50K
30.0,Private,HS-grad,cat1,40.0,,<=50K
52.0,Private,Bachelors,,55.0,Exec-managerial,>50K
42.0,,HS-grad,cat1,25.0,Adm-clerical,<=50K
49.0,Private,HS-grad,cat1,40.0,Farming-fishing,<=50K
20.0,Private,HS-grad,cat1,30.0,Other-service,<=50K
25.0,Private,Bachelors,cat1,40.0,,<=50K
41.0,Private,9th,cat1,,Other-service,<=50K
55.0,Private,HS-grad,cat1,40.0,Sales,<=50K
31.0,Self-emp-not-inc,Assoc-voc,cat2,50.0,Exec-managerial,<=50K
25.0,State-gov,Bachelors,cat1,40.0,Protective-serv,<=50K
32.0,Private,HS-grad,,40.0,Exec-managerial,<=50K
29.0,Federal-gov,Some-college,cat1,40.0,Adm-clerical,<=50K
37.0,Private,HS-grad,cat1,40.0,Other-service,<=50K
52.0,Private,7th-8th,cat1,40.0,Other-service,<=50K
19.0,Private,Some-college,cat1,15.0,Adm-clerical,<=50K
21.0,,Some-college,cat1,24.0,?,<=50K
43.0,Private,Assoc-acdm,cat1,40.0,,<=50K
39.0,State-gov,Some-college,cat1,40.0,Adm-clerical,<=50K
40.0,Self-emp-inc,Some-college,cat1,40.0,Transport-moving,>50K
54.0,Private,1st-4th,cat1,40.0,Priv-house-serv,<=50K
35.0,Private,Bachelors,cat1,40.0,Sales,<=50K
34.0,Private,Assoc-voc,,40.0,Tech-support,<=50K
35.0,Private,Some-college,cat1,40.0,Prof-specialty,>50K
57.0,Private,Doctorate,cat1,40.0,Prof-specialty,>50K
26.0,Private,Bachelors,cat1,40.0,Other-service,<=50K
55.0,Self-emp-not-inc,Bachelors,cat1,15.0,,<=50K
51.0,Private,Bachelors,,40.0,Adm-clerical,<=50K
35.0,Private,Assoc-acdm,cat1,30.0,Transport-moving,<=50K
31.0,Private,HS-grad,cat1,40.0,Handlers-cleaners,<=50K
17.0,Private,11th,cat1,8.0,Adm-clerical,<=50K
38.0,Private,HS-grad,cat1,40.0,Machine-op-inspct,<=50K
39.0,Federal-gov,Prof-school,cat1,50.0,Prof-specialty,>50K
29.0,Private,HS-grad,,45.0,Craft-repair,<=50K
39.0,Private,Assoc-voc,cat1,40.0,Sales,<=50K
42.0,Private,Some-college,cat1,40.0,Prof-specialty,>50K
46.0,Local-gov,Masters,,50.0,Exec-managerial,>50K
73.0,Private,7th-8th,cat1,25.0,Handlers-cleaners,<=50K
47.0,Local-gov,Some-college,cat1,40.0,Prof-specialty,<=50K
28.0,Private,HS-grad,cat1,70.0,Sales,<=50K
27.0,Private,10th,cat1,40.0,Sales,<=50K
38.0,Private,Prof-school,,40.0,Exec-managerial,>50K
19.0,Private,HS-grad,cat1,35.0,Sales,<=50K
60.0,Local-gov,Assoc-voc,cat1,40.0,Prof-specialty,>50K
24.0,Private,Some-college,cat1,40.0,Machine-op-inspct,<=50K
52.0,Private,11th,,40.0,Machine-op-inspct,<=50K
36.0,Private,Bachelors,cat1,45.0,Exec-managerial,<=50K
26.0,Local-gov,Masters,cat1,40.0,Prof-specialty,<=50K
28.0,State-gov,Bachelors,cat1,16.0,Prof-specialty,<=50K
38.0,Self-emp-inc,,cat1,50.0,Craft-repair,>50K
47.0,Private,Masters,cat1,50.0,Exec-managerial,>50K
50.0,,Bachelors,,40.0,Exec-managerial,>50K
27.0,Private,HS-grad,cat1,40.0,Sales,<=50K
47.0,Private,Some-college,cat1,40.0,Prof-specialty,<=50K
36.0,Private,10th,cat2,40.0,Machine-op-inspct,<=50K
49.0,Private,HS-grad,cat1,40.0,Machine-op-inspct,<=50K
68.0,?,Some-college,,48.0,?,>50K
63.0,Private,HS-grad,cat1,40.0,Exec-managerial,<=50K
,Private,HS-grad,,70.0,Transport-moving,>50K
42.0,Private,Some-college,cat1,35.0,Adm-clerical,<=50K
28.0,Private,Masters,,45.0,Exec-managerial,<=50K
68.0,?,HS-grad,cat1,8.0,,<=50K
38.0,Private,HS-grad,,22.0,Adm-clerical,<=50K
,Private,Bachelors,,40.0,Prof-specialty,>50K
49.0,Private,Some-college,cat1,40.0,Prof-specialty,>50K
59.0,Private,HS-grad,cat1,40.0,Machine-op-inspct,<=50K
25.0,Private,Bachelors,cat1,40.0,Sales,>50K
26.0,Private,Assoc-acdm,cat1,36.0,Prof-specialty,<=50K
59.0,Private,Some-college,cat1,48.0,Prof-specialty,<=50K
34.0,Private,Some-college,cat1,45.0,Craft-repair,<=50K
